"PLT_CN","LON_PUBLIC","LAT_PUBLIC","STATECD","UNITCD","COUNTYCD","PLOT","PLOT_ID","COUNTYFIPS"
"40418994010690",-108.693102,44.005068,56,1,17,85543,"PID560101785543","56017"
"40418995010690",-108.63574,44.006469,56,1,17,83025,"PID560101783025","56017"
"40418996010690",-108.564629,44.005576,56,1,17,80161,"PID560101780161","56017"
"40418998010690",-108.763829,43.961881,56,1,17,90152,"PID560101790152","56017"
"40418999010690",-108.693838,43.962683,56,1,17,88772,"PID560101788772","56017"
"40419000010690",-108.631772,43.965144,56,1,17,88320,"PID560101788320","56017"
"40419001010690",-108.568817,43.963171,56,1,17,87751,"PID560101787751","56017"
"40419002010690",-108.447911,43.956936,56,1,17,81180,"PID560101781180","56017"
"40419003010690",-108.886466,43.917474,56,1,17,86953,"PID560101786953","56017"
"40419004010690",-108.814928,43.916025,56,1,17,88416,"PID560101788416","56017"
"40419005010690",-108.766465,43.927014,56,1,17,88516,"PID560101788516","56017"
"40419006010690",-108.499046,43.913861,56,1,17,81574,"PID560101781574","56017"
"40419007010690",-108.446923,43.912008,56,1,17,83851,"PID560101783851","56017"
"40419008010690",-109.075672,43.878301,56,1,17,80720,"PID560101780720","56017"
"40419009010690",-109.015897,43.877844,56,1,17,88762,"PID560101788762","56017"
"40419010010690",-108.946986,43.88035,56,1,17,82003,"PID560101782003","56017"
"40419011010690",-108.560644,43.866133,56,1,17,85314,"PID560101785314","56017"
"40419012010690",-108.513608,43.865843,56,1,17,82384,"PID560101782384","56017"
"40419013010690",-108.453807,43.865124,56,1,17,80732,"PID560101780732","56017"
"40419014010690",-109.072858,43.834562,56,1,17,82688,"PID560101782688","56017"
"40419015010690",-109.016757,43.833774,56,1,17,84733,"PID560101784733","56017"
"40419016010690",-108.943797,43.830676,56,1,17,88454,"PID560101788454","56017"
"40419017010690",-108.879936,43.826842,56,1,17,83295,"PID560101783295","56017"
"40419018010690",-108.758924,43.830226,56,1,17,88604,"PID560101788604","56017"
"40419019010690",-108.686605,43.819918,56,1,17,81198,"PID560101781198","56017"
"40419020010690",-108.640749,43.823046,56,1,17,83319,"PID560101783319","56017"
"40419021010690",-108.579877,43.82777,56,1,17,86166,"PID560101786166","56017"
"40419022010690",-108.453744,43.820759,56,1,17,88589,"PID560101788589","56017"
"40419023010690",-108.38829,43.823304,56,1,17,88784,"PID560101788784","56017"
"40419024010690",-108.3311,43.816144,56,1,17,81645,"PID560101781645","56017"
"40419025010690",-108.262317,43.819679,56,1,17,87960,"PID560101787960","56017"
"40419026010690",-108.074721,43.810613,56,1,17,86357,"PID560101786357","56017"
"40419027010690",-108.013936,43.80731,56,1,17,83486,"PID560101783486","56017"
"40419028010690",-109.265255,43.793368,56,1,17,88894,"PID560101788894","56017"
"40419029010690",-109.202607,43.785713,56,1,17,87558,"PID560101787558","56017"
"40419030010690",-109.143924,43.797045,56,1,17,82948,"PID560101782948","56017"
"40419032010690",-108.955497,43.784522,56,1,17,87469,"PID560101787469","56017"
"40419033010690",-108.894389,43.783473,56,1,17,85376,"PID560101785376","56017"
"40419034010690",-108.835937,43.787389,56,1,17,84646,"PID560101784646","56017"
"40419035010690",-108.76007,43.783628,56,1,17,85206,"PID560101785206","56017"
"40419036010690",-108.577792,43.778533,56,1,17,84731,"PID560101784731","56017"
"40419037010690",-108.510091,43.781665,56,1,17,84770,"PID560101784770","56017"
"40419038010690",-108.458862,43.778539,56,1,17,83915,"PID560101783915","56017"
"40419039010690",-108.386354,43.777531,56,1,17,81096,"PID560101781096","56017"
"40419040010690",-108.271442,43.776348,56,1,17,89390,"PID560101789390","56017"
"40419041010690",-108.205643,43.77123,56,1,17,89421,"PID560101789421","56017"
"40419042010690",-108.142555,43.766292,56,1,17,88113,"PID560101788113","56017"
"40419043010690",-108.082051,43.763604,56,1,17,86368,"PID560101786368","56017"
"40419044010690",-107.980569,43.765511,56,1,17,86505,"PID560101786505","56017"
"40419045010690",-109.144445,43.746389,56,1,17,85157,"PID560101785157","56017"
"40419047010690",-108.894566,43.736287,56,1,17,84779,"PID560101784779","56017"
"40419048010690",-108.830336,43.742775,56,1,17,82161,"PID560101782161","56017"
"40419049010690",-108.767131,43.743144,56,1,17,86270,"PID560101786270","56017"
"40419050010690",-108.576881,43.735022,56,1,17,89135,"PID560101789135","56017"
"40419051010690",-108.519429,43.737484,56,1,17,82081,"PID560101782081","56017"
"40419052010690",-108.457483,43.732663,56,1,17,84593,"PID560101784593","56017"
"40419053010690",-108.274214,43.731604,56,1,17,88613,"PID560101788613","56017"
"40419054010690",-108.213238,43.724546,56,1,17,82736,"PID560101782736","56017"
"40419055010690",-108.149034,43.725382,56,1,17,88957,"PID560101788957","56017"
"40419056010690",-107.917465,43.720153,56,1,17,84872,"PID560101784872","56017"
"40419057010690",-107.79565,43.725242,56,1,17,86980,"PID560101786980","56017"
"40419058010690",-107.72772,43.730142,56,1,17,86437,"PID560101786437","56017"
"40419059010690",-109.075286,43.696827,56,1,17,81270,"PID560101781270","56017"
"40419060010690",-109.008128,43.700768,56,1,17,84001,"PID560101784001","56017"
"40419061010690",-108.949205,43.699248,56,1,17,80877,"PID560101780877","56017"
"40419062010690",-108.772704,43.697076,56,1,17,87932,"PID560101787932","56017"
"40419063010690",-108.703172,43.692195,56,1,17,88081,"PID560101788081","56017"
"40419064010690",-108.336334,43.637824,56,1,17,85983,"PID560101785983","56017"
"40419065010690",-108.382629,43.688179,56,1,17,87709,"PID560101787709","56017"
"40419066010690",-108.333567,43.680763,56,1,17,85366,"PID560101785366","56017"
"40419068010690",-108.0815,43.67582,56,1,17,84870,"PID560101784870","56017"
"40419069010690",-108.022215,43.679374,56,1,17,80894,"PID560101780894","56017"
"40419070010690",-107.985712,43.685084,56,1,17,82675,"PID560101782675","56017"
"40419071010690",-107.856503,43.676557,56,1,17,86113,"PID560101786113","56017"
"40419072010690",-107.797837,43.68386,56,1,17,87890,"PID560101787890","56017"
"40419073010690",-109.075069,43.65363,56,1,17,84076,"PID560101784076","56017"
"40419074010690",-109.023371,43.651518,56,1,17,83302,"PID560101783302","56017"
"40419077010690",-108.768377,43.651891,56,1,17,88572,"PID560101788572","56017"
"40419078010690",-108.694026,43.641361,56,1,17,86018,"PID560101786018","56017"
"40419079010690",-108.642411,43.648467,56,1,17,89403,"PID560101789403","56017"
"40419080010690",-108.585135,43.64347,56,1,17,87467,"PID560101787467","56017"
"40419081010690",-108.459128,43.642213,56,1,17,80709,"PID560101780709","56017"
"40419082010690",-108.410275,43.632229,56,1,17,80489,"PID560101780489","56017"
"40419083010690",-108.579042,43.688715,56,1,17,84388,"PID560101784388","56017"
"40419084010690",-108.276078,43.634736,56,1,17,90436,"PID560101790436","56017"
"40419085010690",-108.145008,43.633629,56,1,17,87043,"PID560101787043","56017"
"40419086010690",-108.100843,43.631217,56,1,17,80076,"PID560101780076","56017"
"40419087010690",-107.976333,43.635876,56,1,17,80193,"PID560101780193","56017"
"40419088010690",-107.915322,43.635687,56,1,17,89078,"PID560101789078","56017"
"40419089010690",-107.791412,43.635583,56,1,17,89317,"PID560101789317","56017"
"40419090010690",-107.660159,43.643519,56,1,17,84802,"PID560101784802","56017"
"40419091010690",-107.601148,43.640062,56,1,17,80368,"PID560101780368","56017"
"40419092010690",-108.895764,43.60598,56,1,17,89845,"PID560101789845","56017"
"40419093010690",-108.769766,43.60136,56,1,17,90075,"PID560101790075","56017"
"40419094010690",-108.646948,43.595566,56,1,17,81993,"PID560101781993","56017"
"40419095010690",-108.521873,43.597316,56,1,17,82376,"PID560101782376","56017"
"40419096010690",-108.451649,43.603901,56,1,17,80459,"PID560101780459","56017"
"40419097010690",-108.398904,43.595298,56,1,17,89054,"PID560101789054","56017"
"40419098010690",-108.274743,43.593973,56,1,17,85777,"PID560101785777","56017"
"40419099010690",-108.201269,43.587239,56,1,17,84636,"PID560101784636","56017"
"40419100010690",-108.144856,43.589192,56,1,17,81445,"PID560101781445","56017"
"40419101010690",-108.091771,43.586327,56,1,17,85361,"PID560101785361","56017"
"40419102010690",-107.976422,43.586521,56,1,17,90420,"PID560101790420","56017"
"40419103010690",-107.915262,43.587576,56,1,17,88362,"PID560101788362","56017"
"40419104010690",-107.84467,43.589757,56,1,17,80317,"PID560101780317","56017"
"40419105010690",-107.787843,43.586606,56,1,17,84650,"PID560101784650","56017"
"40419106010690",-107.725058,43.593186,56,1,17,82318,"PID560101782318","56017"
"40419107010690",-107.662806,43.589895,56,1,17,85650,"PID560101785650","56017"
"40419108010690",-107.602577,43.598899,56,1,17,84166,"PID560101784166","56017"
"40419109010690",-108.582114,43.555861,56,1,17,82322,"PID560101782322","56017"
"40419110010690",-108.524599,43.554487,56,1,17,80693,"PID560101780693","56017"
"40419111010690",-108.457546,43.551756,56,1,17,86248,"PID560101786248","56017"
"40419112010690",-108.272753,43.549396,56,1,17,83556,"PID560101783556","56017"
"40419113010690",-108.213353,43.546563,56,1,17,86208,"PID560101786208","56017"
"40419114010690",-108.15191,43.54481,56,1,17,88024,"PID560101788024","56017"
"40419115010690",-107.910284,43.540711,56,1,17,87720,"PID560101787720","56017"
"40419116010690",-107.83545,43.547786,56,1,17,86435,"PID560101786435","56017"
"40419117010690",-107.779539,43.543832,56,1,17,90163,"PID560101790163","56017"
"40419118010690",-108.406355,43.506303,56,1,17,83356,"PID560101783356","56017"
"40419119010690",-108.341722,43.49972,56,1,17,85734,"PID560101785734","56017"
"40419120010690",-108.280605,43.503186,56,1,17,87474,"PID560101787474","56017"
"40419121010690",-108.090788,43.5016,56,1,17,85008,"PID560101785008","56017"
"40419122010690",-108.04412,43.497938,56,1,17,87936,"PID560101787936","56017"
"40419123010690",-107.972463,43.495344,56,1,17,90419,"PID560101790419","56017"
"40419124010690",-107.787623,43.497148,56,1,17,87482,"PID560101787482","56017"
"40419125010690",-107.722385,43.499943,56,1,17,82056,"PID560101782056","56017"
"40419126010690",-107.660169,43.505803,56,1,17,83765,"PID560101783765","56017"
"40419127010690",-107.60261,43.509099,56,1,17,89721,"PID560101789721","56017"
"40419128010690",-108.845311,43.941322,56,1,17,86243,"PID560101786243","56017"
"40419129010690",-108.794982,43.94094,56,1,17,86700,"PID560101786700","56017"
"40419130010690",-108.736272,43.938329,56,1,17,90175,"PID560101790175","56017"
"40419131010690",-108.589926,43.935936,56,1,17,84610,"PID560101784610","56017"
"40419132010690",-108.738812,43.853747,56,1,17,89251,"PID560101789251","56017"
"40419133010690",-108.667498,43.85265,56,1,17,86311,"PID560101786311","56017"
"40419134010690",-108.610222,43.860105,56,1,17,84310,"PID560101784310","56017"
"40419135010690",-108.404836,43.842737,56,1,17,85118,"PID560101785118","56017"
"40419136010690",-108.339087,43.836805,56,1,17,88373,"PID560101788373","56017"
"40419137010690",-108.248123,43.796858,56,1,17,88934,"PID560101788934","56017"
"40419138010690",-108.113689,43.796313,56,1,17,89416,"PID560101789416","56017"
"40419139010690",-108.042078,43.796611,56,1,17,85115,"PID560101785115","56017"
"40419140010690",-107.761622,43.655095,56,1,17,89275,"PID560101789275","56017"
"40419141010690",-107.63259,43.570449,56,1,17,89224,"PID560101789224","56017"
"40419142010690",-107.324207,44.543903,56,2,19,89902,"PID560201989902","56019"
"40419143010690",-107.207352,44.545087,56,2,19,85843,"PID560201985843","56019"
"40419144010690",-107.142097,44.551626,56,2,19,85705,"PID560201985705","56019"
"40419145010690",-107.09127,44.544067,56,2,19,83591,"PID560201983591","56019"
"40419146010690",-107.011306,44.555516,56,2,19,80661,"PID560201980661","56019"
"40419147010690",-106.953378,44.55532,56,2,19,81468,"PID560201981468","56019"
"40419148010690",-106.885213,44.558024,56,2,19,87103,"PID560201987103","56019"
"40419149010690",-106.390253,44.559177,56,2,19,83725,"PID560201983725","56019"
"40419150010690",-107.200189,44.507211,56,2,19,81500,"PID560201981500","56019"
"40419151010690",-107.14377,44.504557,56,2,19,90107,"PID560201990107","56019"
"40419152010690",-107.073837,44.50505,56,2,19,89646,"PID560201989646","56019"
"40419153010690",-107.015774,44.507425,56,2,19,84960,"PID560201984960","56019"
"40419154010690",-106.884682,44.510542,56,2,19,81639,"PID560201981639","56019"
"40419155010690",-106.823491,44.515625,56,2,19,90459,"PID560201990459","56019"
"40419156010690",-106.775442,44.509902,56,2,19,80089,"PID560201980089","56019"
"40419157010690",-106.69749,44.514186,56,2,19,83658,"PID560201983658","56019"
"40419158010690",-106.573201,44.517159,56,2,19,86682,"PID560201986682","56019"
"40419159010690",-106.517486,44.519391,56,2,19,86436,"PID560201986436","56019"
"40419160010690",-106.445969,44.516635,56,2,19,84394,"PID560201984394","56019"
"40419161010690",-106.388204,44.514952,56,2,19,81272,"PID560201981272","56019"
"40419162010690",-106.316785,44.514274,56,2,19,83922,"PID560201983922","56019"
"40419163010690",-106.262665,44.518457,56,2,19,90405,"PID560201990405","56019"
"40419164010690",-106.198055,44.520808,56,2,19,83718,"PID560201983718","56019"
"40419165010690",-106.136795,44.51869,56,2,19,89588,"PID560201989588","56019"
"40419166010690",-106.072909,44.52502,56,2,19,88878,"PID560201988878","56019"
"40419167010690",-107.269393,44.459387,56,2,19,86744,"PID560201986744","56019"
"40419168010690",-107.024344,44.469477,56,2,19,89344,"PID560201989344","56019"
"40419169010690",-106.887174,44.469504,56,2,19,80433,"PID560201980433","56019"
"40419170010690",-106.817763,44.469789,56,2,19,84496,"PID560201984496","56019"
"40419171010690",-106.763935,44.466705,56,2,19,80465,"PID560201980465","56019"
"40419172010690",-106.511588,44.465488,56,2,19,85687,"PID560201985687","56019"
"40419173010690",-106.449494,44.476102,56,2,19,88163,"PID560201988163","56019"
"40419174010690",-106.388214,44.476048,56,2,19,83019,"PID560201983019","56019"
"40419175010690",-106.253982,44.475009,56,2,19,84583,"PID560201984583","56019"
"40419176010690",-106.191907,44.477784,56,2,19,82885,"PID560201982885","56019"
"40419178010690",-107.196107,44.415184,56,2,19,88254,"PID560201988254","56019"
"40419179010690",-107.068364,44.411815,56,2,19,83182,"PID560201983182","56019"
"40419180010690",-107.016711,44.420062,56,2,19,87099,"PID560201987099","56019"
"40419181010690",-106.94178,44.417919,56,2,19,84680,"PID560201984680","56019"
"40419182010690",-106.887912,44.418054,56,2,19,88039,"PID560201988039","56019"
"40419183010690",-106.699624,44.41832,56,2,19,83218,"PID560201983218","56019"
"40419184010690",-106.629011,44.420808,56,2,19,80691,"PID560201980691","56019"
"40419185010690",-106.571122,44.421453,56,2,19,85971,"PID560201985971","56019"
"40419186010690",-106.382595,44.426139,56,2,19,86456,"PID560201986456","56019"
"40419187010690",-106.315273,44.426416,56,2,19,80685,"PID560201980685","56019"
"40419188010690",-106.188833,44.431242,56,2,19,83119,"PID560201983119","56019"
"40419189010690",-106.132178,44.43178,56,2,19,89774,"PID560201989774","56019"
"40419190010690",-106.056005,44.425877,56,2,19,86250,"PID560201986250","56019"
"40419191010690",-107.134529,44.367872,56,2,19,80635,"PID560201980635","56019"
"40419192010690",-107.068989,44.371868,56,2,19,82503,"PID560201982503","56019"
"40419193010690",-106.878991,44.37528,56,2,19,88714,"PID560201988714","56019"
"40419194010690",-106.751958,44.381052,56,2,19,85568,"PID560201985568","56019"
"40419195010690",-106.70102,44.382617,56,2,19,88926,"PID560201988926","56019"
"40419196010690",-106.636446,44.382899,56,2,19,83440,"PID560201983440","56019"
"40419197010690",-106.576562,44.375296,56,2,19,83400,"PID560201983400","56019"
"40419198010690",-106.381722,44.382735,56,2,19,81127,"PID560201981127","56019"
"40419199010690",-106.317319,44.377531,56,2,19,88139,"PID560201988139","56019"
"40419200010690",-106.257208,44.379774,56,2,19,82994,"PID560201982994","56019"
"40419201010690",-106.061944,44.380954,56,2,19,89228,"PID560201989228","56019"
"40419202010690",-107.12555,44.326278,56,2,19,85572,"PID560201985572","56019"
"40419203010690",-107.066614,44.329258,56,2,19,87515,"PID560201987515","56019"
"40419204010690",-106.888008,44.33214,56,2,19,86412,"PID560201986412","56019"
"40419205010690",-106.822987,44.332135,56,2,19,82841,"PID560201982841","56019"
"40419206010690",-106.756906,44.332301,56,2,19,84271,"PID560201984271","56019"
"40419207010690",-106.690638,44.335928,56,2,19,81847,"PID560201981847","56019"
"40419208010690",-106.563873,44.337952,56,2,19,88511,"PID560201988511","56019"
"40419209010690",-106.505807,44.333714,56,2,19,81643,"PID560201981643","56019"
"40419210010690",-106.445773,44.339104,56,2,19,84920,"PID560201984920","56019"
"40419211010690",-106.374531,44.335386,56,2,19,81653,"PID560201981653","56019"
"40419212010690",-106.255104,44.340612,56,2,19,87227,"PID560201987227","56019"
"40419213010690",-106.192481,44.342213,56,2,19,80537,"PID560201980537","56019"
"40419214010690",-106.068159,44.340509,56,2,19,87315,"PID560201987315","56019"
"40419215010690",-107.074366,44.285074,56,2,19,85715,"PID560201985715","56019"
"40419216010690",-107.002832,44.279837,56,2,19,80713,"PID560201980713","56019"
"40419217010690",-106.933616,44.275839,56,2,19,80832,"PID560201980832","56019"
"40419218010690",-106.759261,44.283402,56,2,19,85844,"PID560201985844","56019"
"40419219010690",-106.564794,44.294033,56,2,19,81600,"PID560201981600","56019"
"40419220010690",-106.504132,44.286064,56,2,19,86629,"PID560201986629","56019"
"40419221010690",-106.446144,44.29159,56,2,19,85902,"PID560201985902","56019"
"40419222010690",-106.128618,44.289679,56,2,19,88724,"PID560201988724","56019"
"40419223010690",-106.067402,44.296683,56,2,19,87110,"PID560201987110","56019"
"40419224010690",-107.069133,44.238731,56,2,19,85907,"PID560201985907","56019"
"40419225010690",-107.005697,44.237123,56,2,19,87216,"PID560201987216","56019"
"40419226010690",-106.941128,44.239421,56,2,19,88247,"PID560201988247","56019"
"40419227010690",-106.884511,44.240561,56,2,19,86657,"PID560201986657","56019"
"40419228010690",-106.748362,44.243312,56,2,19,80201,"PID560201980201","56019"
"40419229010690",-106.687357,44.243932,56,2,19,85152,"PID560201985152","56019"
"40419230010690",-106.569059,44.241054,56,2,19,88393,"PID560201988393","56019"
"40419231010690",-106.388995,44.250054,56,2,19,85459,"PID560201985459","56019"
"40419232010690",-106.306425,44.239292,56,2,19,84641,"PID560201984641","56019"
"40419233010690",-106.254546,44.244175,56,2,19,87734,"PID560201987734","56019"
"40419234010690",-106.064535,44.252192,56,2,19,83418,"PID560201983418","56019"
"40419235010690",-107.122763,44.190316,56,2,19,80374,"PID560201980374","56019"
"40419236010690",-106.934165,44.191699,56,2,19,86043,"PID560201986043","56019"
"40419237010690",-106.871755,44.198513,56,2,19,81333,"PID560201981333","56019"
"40419238010690",-106.808635,44.1974,56,2,19,81534,"PID560201981534","56019"
"40419239010690",-106.752996,44.197808,56,2,19,89487,"PID560201989487","56019"
"40419240010690",-106.630135,44.202332,56,2,19,82477,"PID560201982477","56019"
"40419241010690",-106.569521,44.198757,56,2,19,85223,"PID560201985223","56019"
"40419242010690",-106.433009,44.203751,56,2,19,87612,"PID560201987612","56019"
"40419243010690",-106.37842,44.199961,56,2,19,90439,"PID560201990439","56019"
"40419244010690",-106.308924,44.205607,56,2,19,81354,"PID560201981354","56019"
"40419245010690",-106.253389,44.207859,56,2,19,88249,"PID560201988249","56019"
"40419246010690",-106.120809,44.205425,56,2,19,84519,"PID560201984519","56019"
"40419247010690",-107.067795,44.144468,56,2,19,81292,"PID560201981292","56019"
"40419248010690",-106.8755,44.15141,56,2,19,86405,"PID560201986405","56019"
"40419249010690",-106.815207,44.155803,56,2,19,90305,"PID560201990305","56019"
"40419250010690",-106.748208,44.150939,56,2,19,87072,"PID560201987072","56019"
"40419251010690",-106.567603,44.149458,56,2,19,89630,"PID560201989630","56019"
"40419252010690",-106.437374,44.153779,56,2,19,84700,"PID560201984700","56019"
"40419253010690",-106.376868,44.15526,56,2,19,85079,"PID560201985079","56019"
"40419254010690",-106.257809,44.162086,56,2,19,88601,"PID560201988601","56019"
"40419255010690",-106.194989,44.160702,56,2,19,84099,"PID560201984099","56019"
"40419256010690",-106.127896,44.161913,56,2,19,82427,"PID560201982427","56019"
"40419257010690",-106.062583,44.156117,56,2,19,80771,"PID560201980771","56019"
"40419258010690",-107.061421,44.102247,56,2,19,87854,"PID560201987854","56019"
"40419259010690",-106.995841,44.097823,56,2,19,83741,"PID560201983741","56019"
"40419260010690",-106.932844,44.103674,56,2,19,89341,"PID560201989341","56019"
"40419261010690",-106.750572,44.10932,56,2,19,81066,"PID560201981066","56019"
"40419262010690",-106.701563,44.102564,56,2,19,81094,"PID560201981094","56019"
"40419263010690",-106.629056,44.106837,56,2,19,87364,"PID560201987364","56019"
"40419264010690",-106.498901,44.109911,56,2,19,85766,"PID560201985766","56019"
"40419265010690",-106.439334,44.110827,56,2,19,90023,"PID560201990023","56019"
"40419266010690",-106.243438,44.11397,56,2,19,80557,"PID560201980557","56019"
"40419267010690",-106.193764,44.114917,56,2,19,86855,"PID560201986855","56019"
"40419268010690",-106.113159,44.12158,56,2,19,84192,"PID560201984192","56019"
"40419269010690",-107.120968,44.055433,56,2,19,88935,"PID560201988935","56019"
"40419270010690",-107.058248,44.05964,56,2,19,81269,"PID560201981269","56019"
"40419271010690",-106.993633,44.055775,56,2,19,87433,"PID560201987433","56019"
"40419273010690",-106.749498,44.060683,56,2,19,81253,"PID560201981253","56019"
"40419274010690",-106.688522,44.065475,56,2,19,89617,"PID560201989617","56019"
"40419275010690",-106.617467,44.058619,56,2,19,87967,"PID560201987967","56019"
"40419276010690",-106.556019,44.063795,56,2,19,86909,"PID560201986909","56019"
"40419277010690",-106.43998,44.069353,56,2,19,83578,"PID560201983578","56019"
"40419278010690",-106.313834,44.066322,56,2,19,83238,"PID560201983238","56019"
"40419279010690",-106.242176,44.06619,56,2,19,85773,"PID560201985773","56019"
"40419280010690",-106.06404,44.074222,56,2,19,82454,"PID560201982454","56019"
"40419282010690",-106.934082,44.01507,56,2,19,86617,"PID560201986617","56019"
"40419283010690",-106.86652,44.016295,56,2,19,89216,"PID560201989216","56019"
"40419284010690",-106.810786,44.017383,56,2,19,84292,"PID560201984292","56019"
"40419285010690",-106.743133,44.017926,56,2,19,88016,"PID560201988016","56019"
"40419286010690",-106.628926,44.018619,56,2,19,82204,"PID560201982204","56019"
"40419287010690",-106.563401,44.020995,56,2,19,85193,"PID560201985193","56019"
"40419288010690",-106.493272,44.015585,56,2,19,90101,"PID560201990101","56019"
"40419289010690",-106.435143,44.016893,56,2,19,89743,"PID560201989743","56019"
"40419290010690",-106.369182,44.02509,56,2,19,88045,"PID560201988045","56019"
"40419291010690",-106.307208,44.024046,56,2,19,81682,"PID560201981682","56019"
"40419292010690",-106.245205,44.025349,56,2,19,88225,"PID560201988225","56019"
"40419293010690",-106.185168,44.026538,56,2,19,84795,"PID560201984795","56019"
"40419294010690",-106.126451,44.022711,56,2,19,90251,"PID560201990251","56019"
"40419295010690",-106.056327,44.025508,56,2,19,88183,"PID560201988183","56019"
"40419296010690",-107.056105,43.965081,56,2,19,85647,"PID560201985647","56019"
"40419297010690",-106.998068,43.967162,56,2,19,88498,"PID560201988498","56019"
"40419298010690",-106.931833,43.966593,56,2,19,81608,"PID560201981608","56019"
"40419300010690",-106.807059,43.969345,56,2,19,90147,"PID560201990147","56019"
"40419301010690",-106.553276,43.972696,56,2,19,88378,"PID560201988378","56019"
"40419302010690",-106.499237,43.979112,56,2,19,83162,"PID560201983162","56019"
"40419303010690",-106.43542,43.975248,56,2,19,87642,"PID560201987642","56019"
"40419304010690",-106.251816,43.979776,56,2,19,88743,"PID560201988743","56019"
"40419305010690",-106.12868,43.977403,56,2,19,86669,"PID560201986669","56019"
"40419306010690",-106.069897,43.974609,56,2,19,80765,"PID560201980765","56019"
"40419307010690",-107.124193,43.925044,56,2,19,86162,"PID560201986162","56019"
"40419308010690",-107.047343,43.913747,56,2,19,85682,"PID560201985682","56019"
"40419309010690",-106.981683,43.913653,56,2,19,81743,"PID560201981743","56019"
"40419310010690",-106.927383,43.926366,56,2,19,90410,"PID560201990410","56019"
"40419311010690",-106.74353,43.929763,56,2,19,87664,"PID560201987664","56019"
"40419312010690",-106.684582,43.930318,56,2,19,82849,"PID560201982849","56019"
"40419313010690",-106.606258,43.933913,56,2,19,89192,"PID560201989192","56019"
"40419314010690",-106.426542,43.930703,56,2,19,81124,"PID560201981124","56019"
"40419315010690",-106.372466,43.932662,56,2,19,83930,"PID560201983930","56019"
"40419316010690",-106.311947,43.928386,56,2,19,88876,"PID560201988876","56019"
"40419317010690",-106.246069,43.934965,56,2,19,88197,"PID560201988197","56019"
"40419318010690",-106.184525,43.936162,56,2,19,85589,"PID560201985589","56019"
"40419319010690",-106.115319,43.937349,56,2,19,89525,"PID560201989525","56019"
"40419320010690",-107.112437,43.879282,56,2,19,87068,"PID560201987068","56019"
"40419321010690",-106.925977,43.879013,56,2,19,80579,"PID560201980579","56019"
"40419322010690",-106.863579,43.884629,56,2,19,85670,"PID560201985670","56019"
"40419323010690",-106.80718,43.877208,56,2,19,81065,"PID560201981065","56019"
"40419324010690",-106.748058,43.886207,56,2,19,83999,"PID560201983999","56019"
"40419325010690",-106.681765,43.88166,56,2,19,88069,"PID560201988069","56019"
"40419326010690",-106.614912,43.884502,56,2,19,87645,"PID560201987645","56019"
"40419327010690",-106.427828,43.883197,56,2,19,83169,"PID560201983169","56019"
"40419328010690",-106.375596,43.886972,56,2,19,89026,"PID560201989026","56019"
"40419329010690",-106.319241,43.88486,56,2,19,85001,"PID560201985001","56019"
"40419330010690",-106.233095,43.894717,56,2,19,83899,"PID560201983899","56019"
"40419331010690",-106.123555,43.891725,56,2,19,85351,"PID560201985351","56019"
"40419332010690",-106.061796,43.889993,56,2,19,84553,"PID560201984553","56019"
"40419333010690",-107.117849,43.826787,56,2,19,82215,"PID560201982215","56019"
"40419334010690",-106.927997,43.835552,56,2,19,82676,"PID560201982676","56019"
"40419335010690",-106.866835,43.831185,56,2,19,88951,"PID560201988951","56019"
"40419336010690",-106.8021,43.839168,56,2,19,81305,"PID560201981305","56019"
"40419337010690",-106.739881,43.837612,56,2,19,85479,"PID560201985479","56019"
"40419338010690",-106.622515,43.840974,56,2,19,89533,"PID560201989533","56019"
"40419339010690",-106.553865,43.837977,56,2,19,87638,"PID560201987638","56019"
"40419340010690",-106.486407,43.835509,56,2,19,80038,"PID560201980038","56019"
"40419341010690",-106.436439,43.840875,56,2,19,87213,"PID560201987213","56019"
"40419342010690",-106.301672,43.843591,56,2,19,80712,"PID560201980712","56019"
"40419343010690",-106.239463,43.846421,56,2,19,83860,"PID560201983860","56019"
"40419344010690",-106.185259,43.844494,56,2,19,83076,"PID560201983076","56019"
"40419345010690",-106.125583,43.845468,56,2,19,82087,"PID560201982087","56019"
"40419346010690",-106.054814,43.845319,56,2,19,83679,"PID560201983679","56019"
"40419347010690",-107.107717,43.787082,56,2,19,81241,"PID560201981241","56019"
"40419348010690",-107.044145,43.787706,56,2,19,82054,"PID560201982054","56019"
"40419349010690",-106.995534,43.787094,56,2,19,83349,"PID560201983349","56019"
"40419350010690",-106.628332,43.797135,56,2,19,81996,"PID560201981996","56019"
"40419351010690",-106.552592,43.795854,56,2,19,85337,"PID560201985337","56019"
"40419352010690",-106.491647,43.796221,56,2,19,85268,"PID560201985268","56019"
"40419354010690",-106.181597,43.799305,56,2,19,80754,"PID560201980754","56019"
"40419355010690",-106.130742,43.800292,56,2,19,81619,"PID560201981619","56019"
"40419356010690",-107.107857,43.738622,56,2,19,82036,"PID560201982036","56019"
"40419358010690",-106.984097,43.743905,56,2,19,82670,"PID560201982670","56019"
"40419359010690",-106.931252,43.741294,56,2,19,90274,"PID560201990274","56019"
"40419360010690",-106.795243,43.742878,56,2,19,80281,"PID560201980281","56019"
"40419361010690",-106.738943,43.741903,56,2,19,88243,"PID560201988243","56019"
"40419362010690",-106.671429,43.746745,56,2,19,90285,"PID560201990285","56019"
